word,confidence,duration,sentence,audio_file,source,license
билети,0.8116,0.462,Влегувавте без билети.,common_voice_mk_39761089.mp3,Common Voice 17.0 MK,CC-0
билки,0.9010,0.421,Од зрната билки мали - летен сончев зрак ги гали.,common_voice_mk_39809243.mp3,Common Voice 17.0 MK,CC-0
било,0.9997,0.260,Карневалското поведение било можност да се ослободи тензијата од зададените општествени категории.,common_voice_mk_39699590.mp3,Common Voice 17.0 MK,CC-0
бинаурален,0.9082,0.682,"Тогаш мозокот ги интегрира овие звуци во еден тон, или бинаурален ритам.",common_voice_mk_39787719.mp3,Common Voice 17.0 MK,CC-0
биографија,0.9913,0.662,Заинтересираните треба да пратат кратка биографија и идеја за филм за граѓански промени.,common_voice_mk_39664006.mp3,Common Voice 17.0 MK,CC-0
бироа,0.9968,0.462,Од дваесет и четирите бироа осум беа празни.,common_voice_mk_39722705.mp3,Common Voice 17.0 MK,CC-0
бисексуалност,0.8699,0.881,Во филмот има и една за тоа време ретка сцена со опис на бисексуалност.,common_voice_mk_39788791.mp3,Common Voice 17.0 MK,CC-0
бистро,0.8992,0.462,Небото на крајот од патот е бистро и сино.,common_voice_mk_39701705.mp3,Common Voice 17.0 MK,CC-0
битно,0.9949,0.301,"Уствари неам појма, што е битно на крајот на краиштата.",common_voice_mk_39774910.mp3,Common Voice 17.0 MK,CC-0
битола,0.8174,0.403,Битола е градот на конзулите.,common_voice_mk_39706747.mp3,Common Voice 17.0 MK,CC-0
благ,0.8781,0.281,"Покрај тоа, запомнет е како личност со благ карактер и несебичен.",common_voice_mk_39900445.mp3,Common Voice 17.0 MK,CC-0
благодарам,0.9684,0.621,"Да, би сакал лимонада, благодарам.",common_voice_mk_39790475.mp3,Common Voice 17.0 MK,CC-0
благодарение,0.9855,0.741,"Благодарение на историското наследство, ние сме сиромашен народ.",common_voice_mk_39651078.mp3,Common Voice 17.0 MK,CC-0
благодарноста,0.9935,0.882,"Наградата која најмногу ја посакувам е благодарноста од моите сограѓани, рекол првиот политичар.",common_voice_mk_39699648.mp3,Common Voice 17.0 MK,CC-0
благородната,0.9985,0.761,"Секнуваат подземните извори, испаруваат реките - умира на сув камен благородната пастрмка.",common_voice_mk_39774667.mp3,Common Voice 17.0 MK,CC-0
бледо,0.9951,0.401,"Тенка и издолжена во ликот, напудрена мртовечки бледо.",common_voice_mk_39776369.mp3,Common Voice 17.0 MK,CC-0
блескав,0.8361,0.481,"Резултатот е блескав простор, златен и етеричен, деликатен и сјаен.",common_voice_mk_39709069.mp3,Common Voice 17.0 MK,CC-0
близина,0.8641,0.502,"Чувствуваше и некаква смрдеа, како нешто да гние во близина.",common_voice_mk_39713563.mp3,Common Voice 17.0 MK,CC-0
бликнува,0.8589,0.541,Вардар ги подрива темелите на театарот и бликнува на сцена!,common_voice_mk_39813376.mp3,Common Voice 17.0 MK,CC-0
блиски,0.7953,0.520,"Посебно бидејќи некои работи ми се многу блиски, поради некоја причина.",common_voice_mk_39700999.mp3,Common Voice 17.0 MK,CC-0
блискиот,0.9978,0.542,"Сево ова молчаливецот го гледаше отстрана, од блискиот рид кој се издигаше над градот.",common_voice_mk_40000672.mp3,Common Voice 17.0 MK,CC-0
блог,0.8930,0.341,Модерниот блог еволуирал од онлајн дневник.,common_voice_mk_39751731.mp3,Common Voice 17.0 MK,CC-0
блогови,0.9993,0.522,Многу блогови овозможуваат коментирање на одредена тема.,common_voice_mk_39797157.mp3,Common Voice 17.0 MK,CC-0
блуд,0.7065,0.321,"Што зема студ, а што блуд и лудост.",common_voice_mk_39874759.mp3,Common Voice 17.0 MK,CC-0
блуткава,0.9595,0.623,"Некоја била блуткава, друга тешка, трета киселкаста.",common_voice_mk_39775050.mp3,Common Voice 17.0 MK,CC-0
бог,0.9998,0.261,Бог ли сум што никогаш не смее да разочара?,common_voice_mk_39790319.mp3,Common Voice 17.0 MK,CC-0
богат,0.9996,0.381,Остава богат бакшиш и со несигурен чекор заминува.,common_voice_mk_39663799.mp3,Common Voice 17.0 MK,CC-0
богатство,0.9996,0.602,Струмица има големо археолошко богатство.,common_voice_mk_39774825.mp3,Common Voice 17.0 MK,CC-0
богатството,0.9918,0.602,Ритмичката наивност на овие стихови речиси целосно се губи пред богатството слики.,common_voice_mk_39745339.mp3,Common Voice 17.0 MK,CC-0
богдана,0.9994,0.482,Богдана влезе во деветти месец,common_voice_mk_39748441.mp3,Common Voice 17.0 MK,CC-0
боговите,0.9065,0.541,"Соочени во мачна неизвесност, тишината меѓу нас ја нарушуваат само боговите.",common_voice_mk_39761130.mp3,Common Voice 17.0 MK,CC-0
боеми,0.9951,0.461,Најбезгрижно пијат ексклузивните боеми што ги субвенционира државата.,common_voice_mk_39777147.mp3,Common Voice 17.0 MK,CC-0
боже,0.8666,0.301,Не дај боже неовластените лица да ги злоупотребеа за погрешни цели!,common_voice_mk_39831288.mp3,Common Voice 17.0 MK,CC-0
божем,0.9647,0.361,"Јајцата божем ги пржи на око, а секогаш му се разлеваат.",common_voice_mk_39900471.mp3,Common Voice 17.0 MK,CC-0
божественото,0.8126,0.883,"Отсекогаш ме интересирал односот на човекот кон божественото, начините на обожавање.",common_voice_mk_39812916.mp3,Common Voice 17.0 MK,CC-0
божин,0.9720,0.381,"Е, Силјане, како е татко ти Божин со здравјето?",common_voice_mk_39658415.mp3,Common Voice 17.0 MK,CC-0
божји,0.8326,0.380,"Сосема нормален човек сум, раб божји и раб бедним на земјава.",common_voice_mk_39776336.mp3,Common Voice 17.0 MK,CC-0
бои,0.9839,0.301,"Во почетокот мислев дека графитите се бои и тагирање, нешто такво.",common_voice_mk_39886379.mp3,Common Voice 17.0 MK,CC-0
боите,0.8016,0.301,Оттаму доаѓаат боите кои отстапуваат од спектарот на познатите бои и оние на виножитото.,common_voice_mk_39922133.mp3,Common Voice 17.0 MK,CC-0
бокали,0.9920,0.501,"На грбот носат бокали и врзопи, колку попразни толку потешки секој ден.",common_voice_mk_39664142.mp3,Common Voice 17.0 MK,CC-0
бол,0.9686,0.240,"Јас би предложила да стартуваме, потоа да споделуваме и бол и бес.",common_voice_mk_39776284.mp3,Common Voice 17.0 MK,CC-0
